timestamp,axis_horizontal,axis_vertical,axis_rotational,frontLeft,frontRight,rearLeft,rearRight
0.0004999637603759766,0,0,0,0.0,0.0,0.0,0.0
0.06657099723815918,0,0,0,0.0,0.0,0.0,0.0
0.10121965408325195,0,0,0,0.0,0.0,0.0,0.0
0.13507676124572754,0,0,0,0.0,0.0,0.0,0.0
0.2033536434173584,0,0,0,0.0,0.0,0.0,0.0
0.23733878135681152,0,0,0,0.0,0.0,0.0,0.0
0.2722797393798828,0,0,0,0.0,0.0,0.0,0.0
0.3386249542236328,0,0,0,0.0,0.0,0.0,0.0
0.3721787929534912,0,0,0,0.0,0.0,0.0,0.0
0.40755677223205566,0,0,0,0.0,0.0,0.0,0.0
0.4736146926879883,0,0,0,0.0,0.0,0.0,0.0
0.508347749710083,0,0,0,0.0,0.0,0.0,0.0
0.5761599540710449,0,0.595703125,0,5.95703125,5.95703125,5.95703125,5.95703125
0.6098496913909912,0,0.71807861328125,0,7.1807861328125,7.1807861328125,7.1807861328125,7.1807861328125
0.6432428359985352,0,0.74713134765625,0,7.4713134765625,7.4713134765625,7.4713134765625,7.4713134765625
0.6774609088897705,0,0.474090576171875,0,4.74090576171875,4.74090576171875,4.74090576171875,4.74090576171875
0.7112476825714111,0,0,0,0.0,0.0,0.0,0.0
0.7452688217163086,0,0,0,0.0,0.0,0.0,0.0
0.7789428234100342,0,0,0,0.0,0.0,0.0,0.0
0.8137197494506836,0,0,0,0.0,0.0,0.0,0.0
0.848991870880127,0,0,0,0.0,0.0,0.0,0.0
0.8847348690032959,0,0,0,0.0,0.0,0.0,0.0
0.952399730682373,0,0,0,0.0,0.0,0.0,0.0
0.9863407611846924,0,0,0,0.0,0.0,0.0,0.0
1.0200037956237793,0,0,0,0.0,0.0,0.0,0.0
1.0537338256835938,0,0,0,0.0,0.0,0.0,0.0
1.0876469612121582,0,0,0,0.0,0.0,0.0,0.0
1.1217479705810547,-0.199554443359375,0.21734619140625,0,0.17791748046875,4.16900634765625,4.16900634765625,0.17791748046875
1.155857801437378,-0.5263671875,0.704376220703125,0,1.78009033203125,12.30743408203125,12.30743408203125,1.78009033203125
1.1899347305297852,-0.51751708984375,0.827117919921875,0,3.09600830078125,13.44635009765625,13.44635009765625,3.09600830078125
1.224496841430664,-0.477020263671875,0.87841796875,0,4.01397705078125,13.55438232421875,13.55438232421875,4.01397705078125
1.2591638565063477,-0.2535400390625,0.999969482421875,0,7.46429443359375,12.53509521484375,12.53509521484375,7.46429443359375
1.293212890625,-0.2535400390625,0.999969482421875,0,7.46429443359375,12.53509521484375,12.53509521484375,7.46429443359375
1.3265666961669922,-0.251068115234375,0.999969482421875,0,7.489013671875,12.5103759765625,12.5103759765625,7.489013671875
1.3609228134155273,-0.251068115234375,0.999969482421875,0,7.489013671875,12.5103759765625,12.5103759765625,7.489013671875
1.395580768585205,-0.251068115234375,0.999969482421875,0,7.489013671875,12.5103759765625,12.5103759765625,7.489013671875
1.430250883102417,-0.251068115234375,0.999969482421875,0,7.489013671875,12.5103759765625,12.5103759765625,7.489013671875
1.464155673980713,-0.251068115234375,0.999969482421875,0,7.489013671875,12.5103759765625,12.5103759765625,7.489013671875
1.498656988143921,-0.251068115234375,0.999969482421875,0,7.489013671875,12.5103759765625,12.5103759765625,7.489013671875
1.5656538009643555,-0.251068115234375,0.999969482421875,0,7.489013671875,12.5103759765625,12.5103759765625,7.489013671875
1.5994937419891357,-0.251068115234375,0.999969482421875,0,7.489013671875,12.5103759765625,12.5103759765625,7.489013671875
1.634591817855835,-0.251068115234375,0.999969482421875,-0.22601318359375,5.2288818359375,14.7705078125,10.250244140625,9.7491455078125
1.7026150226593018,-0.251068115234375,0.999969482421875,-0.661956787109375,0.86944580078125,19.12994384765625,5.89080810546875,14.10858154296875
1.7686998844146729,-0.251068115234375,0.999969482421875,-0.999969482421875,-2.51068115234375,22.51007080078125,2.51068115234375,17.48870849609375
1.8026008605957031,-0.251068115234375,0.999969482421875,-0.999969482421875,-2.51068115234375,22.51007080078125,2.51068115234375,17.48870849609375
